name,rating,rabble,price,alt_brand
Parkers Heritage Blend of Mashbills Bourbon,458,Unrated,$80,blend heritage mashbills of parkers
Peg Leg Porker Tennessee Bourbon,509,Unrated,$45,leg peg porker
Phillips Union,Unrated,Unrated,$18,phillips union
Phillips Union Vanilla,Unrated,Unrated,$26,phillips union vanilla
Pinckney Bend Rested Whiskey,557,Unrated,$45,bend pinckney rested
Pinckney Bend Unaged Corn Whiskey,454,Unrated,$28,bend corn pinckney unaged
pink White Whiskey,Unrated,Unrated,$0,pink white
Popcorn Suttons White Whiskey,Unrated,5.0,$30,popcorn suttons white
Prichards Double Barrel Bourbon,Unrated,4.3,$40,barrel double prichards
Prichards Lincoln County Lightning,Unrated,4.8,$25,county lightning lincoln prichards
Prichards Single Malt Whiskey,Unrated,2.0,$30,prichards
Prohibition 13 Spirits Moonshine,313,Unrated,$29,13 moonshine prohibition spirits
Quincy Street Bourbon Spring,455,Unrated,$36,quincy spring street
Quincy Street North American Steamship Rye,Unrated,Unrated,$30,american north quincy rye steamship street
Rabbit Hole Bourbon,387,Unrated,$50,hole rabbit
Rabbit Hole Rye Whiskey,507,Unrated,$60,hole rabbit rye
Ranger Creek 36 White Whiskey,481,Unrated,$33,36 creek ranger white
Ransom Emerald 1865 Whiskey,561,Unrated,$75,1865 emerald ransom
Rays Gun Oil Flavored Whiskey,419,Unrated,$26,flavored gun oil rays
Rebel Reserve Honey Whiskey,313,Unrated,$15,honey rebel reserve
Rebel Yell Bourbon,612,2.8,$14,rebel yell
Rebell Yell Small Batch Reserve Bourbon,424,Unrated,$25,batch rebell reserve small yell
Red Handed Bourbon,329,Unrated,$30,handed red
Red Stag Black Cherry Bourbon,460,3.2,$18,beam black cherry jim red stag
Red Stag Honey Tea Bourbon,Unrated,Unrated,$18,beam honey jim red stag tea
Redemption 10yr Barrel Proof Rye,481,Unrated,$185,10 barrel proof redemption rye
Redemption Bourbon,419,Unrated,$29,redemption
Redemption Rye Whiskey,512,4.1,$24,redemption rye
Reservoir Straight Rye Whiskey,422,1.0,$85,reservoir rye straight
Revel Stoke Roasted Pineapple Whisky,338,Unrated,$17,pineapple revel roasted stoke
Ridge Reserve Black Label Bourbon,411,Unrated,$37,black reserve ridge
Rittenhouse 100 Rye Whiskey,633,3.8,$25,100 rittenhouse rye
Rittenhouse 25yr Rye Whiskey,Unrated,5.0,$170,25 rittenhouse rye
Rittenhouse Straight Rye Whiskey,Unrated,Unrated,$30,rittenhouse rye straight
Rock Hill Farms Single Barrel Bourbon,Unrated,5.0,$50,barrel farms hill rock single
Rock Town Arkansas Rye Whiskey,517,Unrated,$40,arkansas rock rye town
Rock Town Hickory Smoked Whiskey,450,Unrated,$30,hickory rock smoked town
Rocky Mountain 16yr Rye Whiskey,Unrated,Unrated,$80,16 mountain rocky rye
Rogue Farms Oregon Rye Whiskey,514,Unrated,$40,farms oregon rogue rye
Rollins Tennessee Whiskey,507,Unrated,$36,rollins
Rough Rider Bull Moose Rye Whiskey,507,Unrated,$36,bull moose rider rough rye
Rough Rider Straight Bourbon,354,2.0,$36,rider rough straight
Russells Reserve 10yr Bourbon,531,4.0,$35,10 reserve russells
Russells Reserve 6yr Rye Whiskey,491,4.0,$42,6 reserve russells rye
Russells Reserve Single Barrel Rye Whiskey,Unrated,Unrated,$60,barrel reserve russells rye single
Salado Texas Whiskey,455,Unrated,$34,salado texas
Santa Fe Colkegan Single Malt Whiskey,382,Unrated,$50,colkegan fe santa
Sazerac Rye Whiskey,640,4.4,$27,rye sazerac
Seagrams 7 Stone Cherry Whiskey,Unrated,3.8,$14,cherry seagrams seven stone
Semper Fi Corn Whiskey,313,Unrated,$40,corn fi semper
Seven Stills Whipnose Whiskey,297,Unrated,$40,seven stills whipnose
Seventeen Twelve North Carolina Bourbon,507,Unrated,$33,carolina north seventeen twelve
Short Mountain Shine,418,5.0,$35,mountain shine short
Silo Moonshine,313,Unrated,$33,moonshine silo
Silver Lightning Moonshine,411,Unrated,$28,lightning moonshine silver
Siverback Blackback Luck 13 Rye Whiskey,554,Unrated,$53,13 blackback luck rye siverback
Six and Twenty Old Money Whiskey,395,Unrated,$36,and money old six twenty
Skip Rock Barrel Proof Rye Whiskey,557,Unrated,$35,barrel proof rock rye skip
Skip Rock Rye Whiskey,509,Unrated,$25,rock rye skip
Smooth Ambler Contradiction Bourbon,395,Unrated,$50,ambler contradiction smooth
Smooth Ambler Old Scout Rye,454,Unrated,$37,ambler old rye scout smooth
Smooth Ambler White Whiskey,352,Unrated,$28,ambler smooth white
Smugglers Notch Bourbon,507,Unrated,$49,notch smugglers
Soldier Valley 10yr Rye Whiskey,576,Unrated,$80,10 rye soldier valley
Soldier Valley Small Batch Bourbon,557,Unrated,$40,batch small soldier valley
Sonoma County Rye Whiskey,Unrated,4.0,$50,county rye sonoma
Sons of Liberty Hop Flavored Whiskey,464,Unrated,$45,flavored hop liberty of sons
Sons of Liberty Uprising PX Single Malt,370,Unrated,$30,liberty of px sons uprising
Southern Shine Apple Pie Moonshine,576,Unrated,$20,apple moonshine pie shine southern
Southshot Straight Bourbon Whiskey,454,1.0,$22,southshot straight
Spirit of America Bourbon,398,Unrated,$40,america of spirit
Spirit Works Rye Whiskey,403,Unrated,$65,rye spirit works
St George Breaking and Entering Bourbon,436,4.0,$35,and breaking entering george st
Stagg Jr Barrel Proof Bourbon,650,4.8,$50,barrel jr proof stagg
Stein Distillery 2yr Bull Bourbon,576,Unrated,$50,2 bull distillery stein
Stillhouse Apple Crisp Whiskey,338,Unrated,$28,apple crisp stillhouse
Stillhouse Mint Chip Whiskey,338,Unrated,$28,chip mint stillhouse
Stillhouse Peach Tea Whiskey,338,Unrated,$28,peach stillhouse tea
Stone Barn Hard Eight Dark Rye Whiskey,Unrated,Unrated,$25,barn dark eight hard rye stone
Stranahans Colorado Whiskey,436,3.8,$59,colorado stranahans
Sugar Shoppe Chocolate Bar Whiskey,313,Unrated,$20,bar chocolate shoppe sugar
Sugarlands Shine Apple Pie Moonshine,397,Unrated,$25,apple moonshine pie shine sugarlands
Sugarlands Shine Dynamite Cinnamon Moonshine,395,Unrated,$25,cinnamon dynamite moonshine shine sugarlands
Sugarlands Shine Mint Condition Moonshine,419,Unrated,$25,condition mint moonshine shine sugarlands
Sugarlands Shine Rye Apple Moonshine,419,Unrated,$25,apple moonshine rye shine sugarlands
Swift Single Malt Texas Whiskey,596,Unrated,$55,swift texas
Syntax White Cat Whiskey,346,Unrated,$30,cat syntax white
Taos Lightning Governors Reserve Rye Whiskey,490,Unrated,$35,governors lightning reserve rye taos
Tatoosh Bourbon,510,Unrated,$46,tatoosh
Tatoosh Whiskey,382,Unrated,$50,tatoosh
Templeton Rye Whiskey,523,4.0,$40,rye templeton
Ten High Bourbon,Unrated,1.2,$9,high ten
Thomas H Handy Rye Whiskey,618,4.4,$80,h handy rye thomas
Tom Moore Bottled in Bond Bourbon,Unrated,3.0,$20,bond bottled in moore tom
TOPO Carolina Organic Wheat Whiskey,377,Unrated,$22,carolina organic topo wheat
Town Branch Bourbon,459,4.0,$27,branch town
Trails End 8yr Oregon Oak Bourbon,609,Unrated,$45,8 end oak oregon trails
Triple Crown Blended Whiskey,378,4.5,$20,blended crown triple
Troy and Sons Blonde Whiskey,378,4.0,$40,and blonde sons troy
Troy and Sons Oak Reserve Whiskey,351,4.0,$35,and oak reserve sons troy
Trybox Rye New Make Whiskey,Unrated,4.5,$25,make new rye trybox
Tucker Corn Moonshine,338,Unrated,$26,corn moonshine tucker
Twelve Five Rye Whiskey,485,Unrated,$50,five rye twelve
Two james Catchers Rye Whiskey,419,Unrated,$60,catchers james rye two
Two James Johnny Smoking Gun Whiskey,395,Unrated,$50,gun james johnny smoking two
Two Stars Bourbon,462,3.3,$19,stars two
Uncle Bobs Root Beer Whiskey,395,Unrated,$20,beer bobs root uncle
Union Horse Reserve Bourbon,520,Unrated,$47,horse reserve union
V Bourbon,Unrated,Unrated,$40,v
Valley Tan Utah Oat Whisky,481,Unrated,$50,oat tan utah valley
VDI Virginia Highland Malt Whisky,528,Unrated,$58,highland malt vdi virginia
Vermont Spirits No 14 Maple Bourbon,248,Unrated,$45,14 maple no spirits vermont
Very Old Barton Bourbon,Unrated,3.3,$12,barton old very
Virgil Kaine Robber Baron Rye Whiskey,507,Unrated,$27,baron kaine robber rye virgil
W Wisconsin Wheat Whiskey,Unrated,Unrated,$35,w wheat wisconsin
Watershed Distillery Bourbon,Unrated,Unrated,$40,distillery watershed
Watkins Cherry Whiskey,313,Unrated,$15,cherry watkins
Watkins Honey Whiskey,346,Unrated,$15,honey watkins
Weller 12yr Bourbon,610,4.2,$25,12 weller
Weller Special Reserve Bourbon,Unrated,4.0,$20,reserve special weller
West of Kentucky No 2 Bourbon,313,Unrated,$58,2 kentucky no of west
Western Honey Pepper Whiskey,272,Unrated,$20,honey pepper western
Westland First Peated Single Malt Whiskey,591,Unrated,$70,first peated westland
Westland Single Malt Whiskey,592,Unrated,$55,westland
Westward White Malt Oregon Whiskey,361,Unrated,$35,malt oregon westward white
Whiskey Acres Bourbon,419,Unrated,$39,acres
Whiskey Sister Bourbon,378,3.0,$25,sister
WhiskeyGirl Butterscotch Whiskey,Unrated,Unrated,$30,butterscotch girl
Whistle Pig 12yr Old World Rye Whiskey,629,Unrated,$118,12 old pig rye whistle world
Whistle Pig Old World Port Cask Rye,497,Unrated,$118,cask old pig port rye whistle world
Whistle Pig Rye Whiskey,378,4.3,$74,pig rye whistle
White Pike Unaged Whiskey,406,Unrated,$38,pike unaged white
Widow Jane 10yr Bourbon,419,Unrated,$64,10 jane widow
Widow Jane 8yr Bourbon,545,4.5,$60,8 jane widow
Widow Jane Rye Whiskey,353,Unrated,$37,jane rye widow
Wigle Deep Cut Organic Rye Whiskey,395,Unrated,$65,cut deep organic rye wigle
Wigle Organic Wheat Whiskey,403,Unrated,$50,organic wheat wigle
Wild Turkey 101 8yr Bourbon,Unrated,Unrated,$40,101 turkey wild
Wild Turkey 101 Kentucky Spirit Bourbon,531,4.7,$45,101 kentucky spirit turkey wild
Wild Turkey 12yr Bourbon,Unrated,Unrated,$45,12 turkey wild
Wild Turkey 17yr Masters Keep Bourbon,665,Unrated,$150,17 keep masters turkey wild
Wild Turkey 81 Rye,568,3.1,$23,81 rye turkey wild
Wild Turkey Bourbon 80pf,Unrated,Unrated,$17,80pf turkey wild
Wild Turkey Diamond Anniversary Bourbon,Unrated,Unrated,$125,anniversary diamond turkey wild
Wild Turkey Rare Breed Bourbon,653,4.2,$45,breed rare turkey wild
Wild Turkey Spiced Whiskey,378,3.4,$23,spiced turkey wild
Willett 6yr Single Barrel Bourbon,Unrated,Unrated,$50,6 barrel single willett
Willett Pot Still Reserve Bourbon,Unrated,4.2,$40,pot reserve still willett
William Larue Weller Bourbon,557,4.3,$80,larue weller william
William Wolf Frisky Whiskey,510,Unrated,$25,frisky william wolf
William Wolf Rye Whiskey,425,4.0,$26,rye william wolf
Winchester Bourbon,519,4.0,$23,winchester
Witherspoon Cross Timbers Malt Whiskey,398,Unrated,$60,cross malt timbers witherspoon
Woodford Reserve 1838 Style White Corn Bourbon,Unrated,Unrated,$100,1838 corn reserve style white woodford
Woodford Reserve Aged Cask Rye Whiskey,438,Unrated,$90,aged cask reserve rye woodford
Woodford Reserve Classic Malt Whiskey,378,Unrated,$100,classic malt reserve woodford
Woodford Reserve Four Wood Bourbon,503,4.0,$100,four reserve wood woodford
Woodford Reserve New Cask Rye Whiskey,578,Unrated,$90,cask new reserve rye woodford
Woodford Reserve Sonoma Cutrer Bourbon,382,Unrated,$100,cutrer reserve sonoma woodford
Woodshed Single Barrel Malt Whiskey,Unrated,Unrated,$0,barrel malt single woodshed
Woodstock Vanzilla Vanilla Bourbon,378,Unrated,$17,vanilla vanzilla woodstock
Woodstone Creek Ridge Runner 5 Grain Whiskey,304,Unrated,$19,5 creek grain ridge runner woodstone
Woody Creek Rye Whiskey,615,Unrated,$45,creek rye woody
Wylie Howell Corn Whiskey,456,Unrated,$100,corn howell wylie
XXX Salted Caramel Corn Whiskey,362,Unrated,$25,caramel corn salted xxx
Yahara Bay Lightning Whiskey,Unrated,Unrated,$22,bay lightning yahara
Yankee Distillers Rye Whiskey,419,Unrated,$60,distillers rye yankee
Yellow Rose Blended Whiskey,297,Unrated,$30,blended rose yellow
Yellow Rose Outlaw Bourbon,545,Unrated,$65,outlaw rose yellow
Yellowstone Select Bourbon,419,Unrated,$40,select yellowstone
8 Seconds Honey Cinnamon Canadian Whisky,207,Unrated,$22,8 canadian cinnamon honey seconds
Alberta Rye Whisky,410,4.4,$31,alberta rye
Black Velvet 8yr Reserve Canadian Whisky,462,2.9,$22,8 black canadian reserve velvet
Black Velvet Caramel Flavored Whisky,411,3.3,$12,black caramel flavored velvet
Caldera Hurricane 5 Canadian Whisky,338,Unrated,$34,5 caldera canadian hurricane
Canadian Cellars,Unrated,Unrated,$0,canadian cellars
Canadian Club 30yr Canadian Whisky,Unrated,Unrated,$100,30 canadian canadian club
Canadian Club Black 20yr Whisky,Unrated,Unrated,$80,20 black canadian club
Canadian Club Classic 12 Whisky,469,4.0,$36,12 canadian classic club
Canadian Club Dock 57 Spiced Whisky,Unrated,4.0,$26,57 canadian club dock spiced
Canadian Club Sherry Cask Whisky,491,3.7,$22,canadian cask club sherry
Canadian Mist Black Diamond Whisky,546,4.7,$15,black canadian diamond mist
Canadian Shield Canadian Whisky,338,Unrated,$30,canadian canadian shield
Caribou Crossing Canadian Whisky,589,4.3,$50,canadian caribou crossing
Collingwood Canadian Whisky,549,4.2,$29,canadian collingwood
Crown Royal Black Whisky,579,3.8,$30,black crown royal
Crown Royal Cask 16 Canadian Whisky,Unrated,3.0,$100,16 canadian cask crown royal
Crown Royal Hand Selected Barrel Whisky,689,Unrated,$55,barrel crown hand royal selected
Crown Royal Maple Finish Whisky,373,3.6,$25,crown finish maple royal
Crown Royal Reserve Canadian Whisky,531,3.3,$40,canadian crown reserve royal
Crown Royal XO Canadian Whisky,459,3.3,$50,canadian crown royal xo
Danfields 10yr Canadian Whisky,Unrated,Unrated,$25,10 canadian danfields
Dillons Canadian Rye Whisky,419,Unrated,$30,canadian dillons rye
Ellington Canadian Whisky,337,Unrated,$10,canadian ellington
Ensign Red Apple Whisky,423,Unrated,$17,apple ensign red
Ethan Koll 8yr Canadian Whisky,312,4.0,$15,8 canadian ethan koll
Forty Creek Barrel Select Canadian Whisky,418,3.9,$27,barrel canadian creek forty select
Forty Creek Copper Pot Reserve Canadian Whisky,494,5.0,$29,canadian copper creek forty pot reserve
Forty Creek Heart of Gold Canadian Whisky,509,Unrated,$70,canadian creek forty gold heart of
Forty Creek Port Wood Reserve Whisky,554,Unrated,$70,creek forty port reserve wood
Forty Creek Spike Honey Spiced Whisky,313,Unrated,$28,creek forty honey spiced spike
Gibsons 18yr Whisky,Unrated,Unrated,$36,18 gibsons
Glen Breton Rare 10yr Canadian Whisky,543,Unrated,$80,10 breton canadian glen rare
Glynnevan Canadian Rye Whisky,419,Unrated,$32,canadian glynnevan rye
Highwood Ninety 5yr Canadian Whisky,Unrated,Unrated,$20,5 canadian highwood ninety
Hirsch Selection 20yr Rye Whisky,385,Unrated,$55,20 hirsch rye selection
JP Wisers 18yr Canadian Whisky,640,5.0,$70,18 canadian jp wisers
JP Wisers DeLuxe Canadian Whisky,439,Unrated,$27,canadian deluxe jp wisers
JP Wisers Hopped Whisky,374,Unrated,$21,hopped jp wisers
JP Wisers Legacy Canadian Whisky,648,Unrated,$36,canadian jp legacy wisers
JP Wisers Rye Whisky,470,2.2,$20,jp rye wisers
Kirkland 6yr Canadian Whisky,534,4.6,$19,6 canadian kirkland
Lord Calvert Canadian Whisky,395,Unrated,$12,calvert canadian lord
MacNaughton Blended Whisky,Unrated,Unrated,$20,blended macnaughton
Mastersons 10yr Rye Whiskey,650,4.5,$79,10 mastersons rye
McAdams Caramel Canadian Whisky,272,Unrated,$10,canadian caramel mcadams
Mountain Rock Canadian Whisky,Unrated,Unrated,$20,canadian mountain rock
Olde Pointe Canadian Whisky,338,Unrated,$16,canadian olde pointe
Pendleton 1910 Canadian Rye Whisky,397,2.0,$40,1910 canadian pendleton rye
Pendleton Directors Reserve,Unrated,Unrated,$75,directors pendleton reserve
Pike Creek 10yr Port Finish Canadian Whisky,573,2.0,$29,10 canadian creek finish pike port
Pike Creek Rum Barrel Canadian Whisky,419,Unrated,$40,barrel canadian creek pike rum
Proof Whiskey,Unrated,1.0,$20,proof
Revel Stoke Spiced Canadian Whisky,378,2.0,$15,canadian revel spiced stoke
Rich and Rare Reserve Canadian Whisky,564,4.0,$12,and canadian rare reserve rich
Seagrams VO Canadian Whiskey,Unrated,2.4,$14,canadian seagrams vo
Select Club Apple Canadian Whisky,338,Unrated,$25,apple canadian club select
Select Club Pecan Praline Canadian Whisky,419,Unrated,$25,canadian club pecan praline select
Spicebox Canadian Spiced Whisky,364,4.2,$20,canadian spicebox spiced
Tap 357 Maple Rye Canadian Whisky,448,Unrated,$30,357 canadian maple rye tap
Tap 8 Sherry Finished Canadian Rye Whisky,330,Unrated,$45,8 canadian finished rye sherry tap
Uncommon Canadian Whiskey,Unrated,Unrated,$50,canadian uncommon
Wisers Reserve,Unrated,Unrated,$27,reserve wisers
Wisers Spiced Torched Toffee Whisky,406,Unrated,$22,spiced toffee torched wisers
Ball of Malt Irish Whiskey,394,Unrated,$60,ball malt of
Barr an Uisce Wicklow Irish Whiskey,568,Unrated,$50,an barr uisce wicklow
Brothership 10yr Irish American Whiskey,470,Unrated,$50,10 american brothership
Bushmills 1608 Single Malt Irish Whiskey,352,5.0,$100,1608 bushmills
Bushmills 21yr Irish Whiskey,559,4.2,$120,21 bushmills
Bushmills Irish Whiskey,589,3.0,$39,bushmills
Callaghars Blended Irish Whiskey,507,Unrated,$18,blended callaghars
Celtic Pride Irish Spirit,378,Unrated,$18,celtic pride spirit
Clontarf Single Malt Irish Whiskey,Unrated,4.3,$30,clontarf
Connemara 12yr Irish Whiskey,438,4.0,$90,12 connemara
Connemara Peated Irish Whiskey,450,4.5,$45,connemara peated
Crested Ten Irish Whiskey,Unrated,3.0,$30,crested ten
Danny Boy Irish Whiskey,385,Unrated,$22,boy danny
Donegal Estates Irish Whiskey,Unrated,Unrated,$25,donegal estates
Dubliner Irish Whiskey,470,Unrated,$27,dubliner
Dunphys Irish Whiskey,Unrated,Unrated,$20,dunphys
Egans 10yr Single Malt Irish Whiskey,424,Unrated,$50,10 egans
Feckin Spiced Irish Whiskey,Unrated,5.0,$20,feckin spiced
Finnegan 8yr Single Malt Irish Whiskey,534,Unrated,$35,8 finnegan
Flaming Leprechaun Irish Whiskey,419,Unrated,$35,flaming leprechaun
Glendalough 13yr Single Malt Irish Whiskey,576,Unrated,$85,13 glendalough
Glendalough Double Barrel Irish Whiskey,576,Unrated,$30,barrel double glendalough
Greenore 15yr Irish Whiskey,445,Unrated,$100,15 greenore
Greenore 8yr Irish Whiskey,477,3.0,$50,8 greenore
Hyde 10yr No 1 Irish Whiskey,610,Unrated,$79,1 10 hyde no
Hyde 6yr No 3 Irish Whiskey,354,Unrated,$49,3 6 hyde no
Hyde 6yr No 5 Single Grain Whiskey,Unrated,Unrated,$69,5 6 grain hyde no single
Irish Mist Whiskey,362,Unrated,$29,mist
Jameson 12yr Irish Whiskey,568,4.5,$50,12 jameson
Jameson Black Barrel Irish Whiskey,586,4.3,$53,barrel black jameson
Jameson Bold Irish Whiskey,419,Unrated,$40,bold jameson
Jameson Coopers Croze Irish Whiskey,568,Unrated,$70,coopers croze jameson
Jameson Distillers Safe Irish Whiskey,497,Unrated,$80,distillers jameson safe
Jameson Irish Whiskey,474,3.7,$28,jameson
Jameson Rarest Vintage Reserve,636,4.5,$325,jameson rarest reserve vintage
Jameson Signature Irish Whiskey,423,Unrated,$50,jameson signature
John L Sullivan Irish Whiskey,481,1.0,$18,john l sullivan
Kavanagh 6yr Single Malt Irish Whiskey,580,Unrated,$33,6 kavanagh
Kavanagh Single Grain Irish Whiskey,490,Unrated,$33,grain kavanagh single
Kellan Irish Whiskey,Unrated,Unrated,$20,kellan
Kilbeggan 15yr Irish Whiskey,445,Unrated,$100,15 kilbeggan
Kilbeggan 8yr Single Grain Irish Whiskey,Unrated,Unrated,$50,8 grain kilbeggan single
Kinahans 10yr Single Malt Irish Whiskey,428,Unrated,$69,10 kinahans
Knappogue 12yr Single Malt Irish Whiskey,582,4.3,$42,12 knappogue
Knappogue 16yr Twin Wood Irish Whiskey,540,4.0,$100,16 knappogue twin wood
Knappogue 1951 Irish Whiskey,Unrated,Unrated,$1399,1951 knappogue
Knappogue Castle 1995 Irish Whiskey,Unrated,4.5,$99,1995 castle knappogue
McFadden Spirit Drink,313,Unrated,$22,drink mcfadden spirit
Michael Collins Blended Irish Whiskey,450,3.8,$28,blended collins michael
Midleton 20th Anniversary Irish Whiskey,Unrated,Unrated,$2570,20th anniversary midleton
Midleton Barry Crockett Irish Whiskey,739,5.0,$250,barry crockett midleton
Midleton Very Rare Irish Whiskey,718,4.3,$160,midleton rare very
Neills Single Malt Irish Whiskey,Unrated,Unrated,$45,neills
Origine Irish Whiskey,Unrated,Unrated,$17,origine
Paddy Irish Whiskey,406,4.5,$20,paddy
Powers 12yr Gold Label Irish Whiskey,363,3.8,$35,12 gold powers
Powers Gold Label Irish Whiskey,499,3.8,$30,gold powers
Powers Three Swallow Release Irish Whiskey,Unrated,Unrated,$45,powers release swallow three
Quiet Man Blended Irish Whiskey,603,Unrated,$0,blended man quiet
Redbreast 12yr Irish Whiskey,614,4.5,$60,12 redbreast
Redbreast 21yr Irish Whiskey,749,3.0,$350,21 redbreast
Roe and Co Blended Irish Whiskey,Unrated,Unrated,$30,and blended co roe
Slane Castle Irish Whiskey,524,Unrated,$30,castle slane
Spade and Bushel 10yr Cask Strength Irish Whiskey,440,Unrated,$40,10 and bushel cask spade strength
Teeling 15yr Revival Single Malt Whiskey,Unrated,Unrated,$85,15 revival teeling
Teeling 24yr Single Malt Irish Whiskey,Unrated,Unrated,$230,24 teeling
Teeling Revival Vol III Irish Whiskey,Unrated,Unrated,$150,iii revival teeling vol
Teeling Single Malt Irish Whiskey,Unrated,4.0,$65,teeling
The Irishman 12yr Irish Whiskey,557,Unrated,$70,12 man
The Irishman Cask Strength Whiskey,Unrated,Unrated,$150,cask man strength
The Irishman Single Malt Irish Whiskey,561,Unrated,$46,man
Trader Joes Single Malt Irish Whiskey,Unrated,4.0,$20,joes trader
Tullamore Dew 10yr Single Malt Whiskey,417,4.5,$35,10 dew tullamore
Tullamore Dew 14yr Single Malt Irish Whiskey,470,4.9,$70,14 dew tullamore
Tullamore Dew 6yr Irish Whiskey,Unrated,Unrated,$36,6 dew tullamore
Tullamore Dew Phoenix Irish Whiskey,562,4.0,$55,dew phoenix tullamore
Tyrconnel 16yr Single Malt Irish Whiskey,572,Unrated,$100,16 tconnel
Tyrconnell 10yr Madeira Finish,521,4.6,$75,10 finish madeira tconnell
West Cork 10yr Single Malt Irish Whiskey,408,Unrated,$40,10 cork west
West Cork 12yr Rum Cask Irish Whiskey,Unrated,Unrated,$66,12 cask cork rum west
West Cork Barrel Proof Irish Whiskey,387,Unrated,$57,barrel cork proof west
West Cork Classic Blend Irish Whiskey,456,3.0,$28,blend classic cork west
Wild Geese Limited Edition Irish Whiskey,Unrated,Unrated,$60,edition geese limited wild
Wild Geese Single Malt Irish Whiskey,Unrated,Unrated,$73,geese wild
Writers Tears Irish Whiskey,Unrated,Unrated,$40,tears writers
Adnams No 2 Triple Grain Whiskey,378,Unrated,$72,2 adnams grain no triple
Akashi White Oak Blended Whisky,Unrated,3.0,$38,akashi blended oak white
Amrut Peated Single Malt Whisky,Unrated,3.0,$75,amrut peated
Armorik Classic Single Malt Whisky,469,5.0,$55,armorik classic
Bains Cape Mountain Whisky,502,4.0,$30,bains cape mountain
BBC Single Barrel Single Malt Whisky,419,Unrated,$60,barrel bbc single
Black Ram 12yr Whisky,Unrated,Unrated,$0,12 black ram
Braunstein 14 1 Single Malt Whisky,Unrated,Unrated,$120,1 14 braunstein
Braunstein 15 2 Single Malt Whisky,507,Unrated,$100,15 2 braunstein
Braunstein Danica Single Malt Whisky,511,Unrated,$80,braunstein danica
Braunstein E7 Single Malt Whisky,419,Unrated,$300,braunstein e7
Brenne Ten Single Malt Whisky,554,Unrated,$120,brenne ten
English Whiskey Company Classic Malt Whiskey,489,Unrated,$70,classic company english malt
Floki Icelandic young Malt Whiskey,395,Unrated,$50,floki icelandic malt ung
G Rozelieures Rare Collection French Whisky,497,Unrated,$64,collection french g rare rozelieures
Gjoleid Bourbon Cask Single Malt Norsk Whisky,Unrated,Unrated,$50,cask gjoleid norsk
Glenglassaugh Clearac,Unrated,Unrated,$26,clearac glenglassaugh
Glenglassaugh Peated Spirit Drink,Unrated,Unrated,$26,drink glenglassaugh peated spirit
Golden Blue Diamond Whisky,424,Unrated,$30,blue diamond golden
Grand Royal Blended Whisky,611,Unrated,$20,blended grand royal
Grand Royal Smooth Whisky,398,Unrated,$4,grand royal smooth
Hakushu 10yr Japanese Whisky,Unrated,Unrated,$53,10 hakushu japanese
Hakushu 18yr Japanese Whisky,640,Unrated,$250,18 hakushu japanese
Hibiki 12 Japanese Blended Whisky,562,4.3,$65,12 blended hibiki japanese
Hibiki Harmony Whisky,615,3.5,$65,harmony hibiki
Kavalan Classic Single Malt Whisky,591,3.8,$90,classic kavalan
Kavalan Distillery Reserve Single Malt Whisky,507,Unrated,$100,distillery kavalan reserve
Kavalan Podium Single Malt Whisky,582,Unrated,$120,kavalan podium
Kavalan Sherry Oak Single Malt Whisky,714,4.6,$130,kavalan oak sherry
Kavalan Solist Brandy Cask Strength Whisky,629,Unrated,$160,brandy cask kavalan solist strength
Kavalan Solist Fino Sherry Cask Single Malt Whisky,763,5.0,$425,cask fino kavalan sherry solist
Kavalan Solist Moscatel Cask Single Malt Whisky,653,Unrated,$525,cask kavalan moscatel solist
Kavalan Solist Sherry Cask Strength Whisky,769,3.8,$185,cask kavalan sherry solist strength
King Car Conductor Single Malt Whisky,634,5.0,$120,car conductor king
Nestville Blended Whisky,272,Unrated,$0,blended nestville
Nikka Black Pure Malt Whisky,Unrated,Unrated,$60,black malt nikka pure
Nikka Coffey Malt Whisky,554,3.0,$70,coffey malt nikka
Nikka Miyagikyo 12yr Single Malt Whisky,618,Unrated,$110,12 miyagik nikka
Nikka Red Pure Malt Whisky,Unrated,Unrated,$62,malt nikka pure red
Nikka Taketsuru 17yr Malt Whisky,509,Unrated,$150,17 malt nikka taketsuru
Nikka Taketsuru Pure Malt Black Whisky,622,3.5,$70,black malt nikka pure taketsuru
Nikka Yoichi 10yr Single Malt Whisy,Unrated,4.0,$115,10 ichi nikka whisy
Nikka Yoichi 15yr Single Malt Whisky,565,Unrated,$130,15 ichi nikka
Nordisk Braenderi Thy Whisky,395,Unrated,$210,braenderi nordisk thy
P and M Blended Whisky,256,Unrated,$40,and blended m p
Penderyn Single Malt Welsh Whiskey,380,5.0,$70,penderyn welsh
Puni Nova Italian Malt Whisky,338,Unrated,$63,italian malt nova puni
Seagrams Blenders Pride India Whisky,Unrated,3.0,$30,blenders india pride seagrams
Slyrs Sherry Edition Single Malt Whisky,481,Unrated,$67,edition sherry sls
South Island 18yr Single Malt Whisky,545,Unrated,$99,18 island south
Starward Wine Cask Malt Whisky,608,Unrated,$63,cask malt starward wine
Stauning Young Rye Whisky,583,Unrated,$87,rye stauning ung
Sullivans Cove Double Cask Single Malt Whisky,535,Unrated,$125,cask cove double sullivans
Suntory Hibiki 17yr Japanese Whisky,424,Unrated,$150,17 hibiki japanese suntory
