whisky,meta_critic,stdev,count,cost,class,super_cluster,cluster,country,type,alt_brand
1792 Full Proof Bourbon,8.95,0.28,4,$$$,Bourbon-like,,,USA,Bourbon,1792 full proof
1792 Port Finished Bourbon,8.47,0.09,4,$$$,Bourbon-like,,,USA,Bourbon,1792 finish port
1792 Ridgemont Reserve/Small Batch Bourbon,8.59,0.41,15,$$,Bourbon-like,,,USA,Bourbon,1792 batch reserve/small ridgemont
1792 Single Barrel Bourbon,8.6,0.39,4,$$$,Bourbon-like,,,USA,Bourbon,1792 barrel single
1792 Sweet Wheat Bourbon,8.66,0.21,7,$$$$,Bourbon-like,,,USA,Bourbon,1792 sweet wheat
2 Gingers Irish Whiskey,8.05,0.35,3,$$,Scotch-like,,,Ireland,Blend,2 gingers
66 Gilead Crimson Rye,8.32,0.45,6,$$,Rye-like,,,Canada,Blend,66 crimson gilead rye
66 Gilead The Wild Oak,8.04,0.51,6,$$,Bourbon-like,,,Canada,Blend,66 gilead oak the wild
8 Seconds,7.55,0.44,5,$$,Rye-like,,,Canada,Blend,8 seconds
Aberfeldy 12yo,8.18,0.32,18,$$$,SingleMalt-like,EF,E,Scotland,Malt,12 aberfeldy
Aberfeldy 16yo,8.45,0.2,3,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,16 aberfeldy
Aberfeldy 18yo,8.66,0.26,6,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,18 aberfeldy
Aberfeldy 21yo,8.78,0.2,10,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,21 aberfeldy
Aberlour 10yo,8.28,0.34,14,$$,SingleMalt-like,ABC,C,Scotland,Malt,10 aberlour
Aberlour 12yo Double Cask Matured,8.34,0.19,15,$$$,SingleMalt-like,ABC,B,Scotland,Malt,12 aberlour cask double matured
Aberlour 12yo Non-Chill-Filtered,8.79,0.24,11,$$$,SingleMalt-like,ABC,B,Scotland,Malt,12 aberlour chill filtered non
Aberlour 16yo Double Cask Matured,8.71,0.18,12,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,16 aberlour cask double matured
Aberlour 18yo,8.76,0.28,12,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,18 aberlour
Aberlour A'Bunadh (all batches),8.95,0.16,23,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,a'bunadh aberlour all batches
Aberlour A'Bunadh (Batch 30),8.96,0.17,6,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,30 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 32),8.85,0.68,4,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,32 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 33),9.13,0.12,5,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,33 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 34),8.88,0.29,5,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,34 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 35),9.0,0.23,5,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,35 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 36),9.0,0.48,4,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,36 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 37),9.1,0.07,3,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,37 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 38),8.67,0.17,3,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,38 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 39),9.04,0.22,7,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,39 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 40),9.1,0.15,4,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,40 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 42),8.78,0.11,3,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,42 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 45),8.99,0.27,5,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,45 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 46),8.93,0.07,3,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,46 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 47),8.92,0.36,7,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,47 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 48),8.79,0.53,4,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,48 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 49),9.14,0.06,6,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,49 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 50),8.74,0.34,7,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,50 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 52),8.98,0.17,3,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,52 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 53),9.06,0.03,3,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,53 a'bunadh aberlour batch
Aberlour A'Bunadh (Batch 54),8.94,0.17,6,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,54 a'bunadh aberlour batch
Alberta Premium,8.22,0.58,11,$,Rye-like,,,Canada,Blend,alberta premium
Alberta Premium Dark Horse,8.61,0.37,15,$,Rye-like,,,Canada,Blend,alberta dark horse premium
Alberta Rye Dark Batch,8.7,0.24,7,$$,Rye-like,,,Canada,Blend,alberta batch dark rye
Alberta Springs 10yo,8.29,0.42,9,$,Rye-like,,,Canada,Blend,10 alberta springs
Amrut 100 Peated,8.92,0.38,6,$$$$,SingleMalt-like,J,J,India,Malt,100 amrut peated
Amrut 6yo Virgin Oak Single Cask,9.09,0.23,3,$$$$,SingleMalt-like,EF,E,India,Malt,6 amrut cask oak single virgin
Amrut Bourbon Single Cask,8.73,0.3,12,$$$$,SingleMalt-like,EF,E,India,Malt,amrut cask single
Amrut Double Cask,9.07,0.25,3,$$$$,SingleMalt-like,EF,E,India,Malt,amrut cask double
Amrut Fusion,8.89,0.26,23,$$$$,SingleMalt-like,EF,E,India,Malt,amrut fusion
Amrut Greedy Angels (8yo and 10yo),9.21,0.2,6,$$$$$+,SingleMalt-like,ABC,C,India,Malt,10 8 amrut and angels greedy
Amrut Herald,8.91,0.15,6,$$$$,SingleMalt-like,EF,E,India,Malt,amrut herald
Amrut Indian Single Malt,8.42,0.47,14,$$$,SingleMalt-like,GH,G,India,Malt,amrut indian
Amrut Intermediate Sherry,8.97,0.4,17,$$$$,SingleMalt-like,ABC,B,India,Malt,amrut intermediate sherry
Amrut Kadhambam,8.93,0.29,12,$$$$,SingleMalt-like,ABC,C,India,Malt,amrut kadhambam
Amrut Naarangi,8.46,0.65,8,$$$$$,SingleMalt-like,ABC,C,India,Malt,amrut naarangi
Amrut Peated Single Malt,8.69,0.33,11,$$$$,SingleMalt-like,J,J,India,Malt,amrut peated
Amrut Peated Single Malt Cask Strength,9.15,0.19,9,$$$$,SingleMalt-like,J,J,India,Malt,amrut cask peated strength
Amrut Portonova,8.99,0.29,16,$$$$,SingleMalt-like,ABC,C,India,Malt,amrut portonova
Amrut Portpipe Peated Single Cask,8.84,0.36,9,$$$$,SingleMalt-like,J,J,India,Malt,amrut cask peated portpipe single
Amrut PX Sherry Single Cask,8.77,0.47,8,$$$$,SingleMalt-like,ABC,A,India,Malt,amrut cask px sherry single
Amrut Rye,8.87,0.14,4,$$$$,Rye-like,,,India,Rye,amrut rye
Amrut Spectrum,9.18,0.26,8,$$$$$,SingleMalt-like,ABC,C,India,Malt,amrut spectrum
Amrut Two Continents,8.8,0.45,12,$$$$,SingleMalt-like,EF,E,India,Malt,amrut continents two
Ancient Age 10yo Kentucky Straight Bourbon,8.59,0.39,5,$,Bourbon-like,,,USA,Bourbon,10 age ancient kentucky straight
Ancient Age Kentucky Straight Bourbon,7.69,0.59,7,$,Bourbon-like,,,USA,Bourbon,age ancient kentucky straight
AnCnoc 12yo,8.62,0.32,18,$$$,SingleMalt-like,GH,H,Scotland,Malt,12 ancnoc
AnCnoc 16yo,8.68,0.34,12,$$$$,SingleMalt-like,GH,G,Scotland,Malt,16 ancnoc
AnCnoc 18yo,8.64,0.37,8,$$$$,SingleMalt-like,EF,E,Scotland,Malt,18 ancnoc
AnCnoc 1975,8.88,0.55,4,$$$$$+,SingleMalt-like,ABC,B,Scotland,Malt,1975 ancnoc
AnCnoc 2000,8.62,0.18,4,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,2000 ancnoc
AnCnoc 22yo,8.74,0.31,9,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,22 ancnoc
AnCnoc Cutter,9.0,0.54,7,$$$$,SingleMalt-like,J,J,Scotland,Malt,ancnoc cutter
AnCnoc Flaughter,8.58,0.33,9,$$$$,SingleMalt-like,J,J,Scotland,Malt,ancnoc flaughter
AnCnoc Peter Arkle (all releases),8.43,0.28,8,$$$$,SingleMalt-like,GH,G,Scotland,Malt,all ancnoc arkle peter releases
AnCnoc Rutter,8.97,0.29,6,$$$$,SingleMalt-like,J,J,Scotland,Malt,ancnoc rutter
Angels Envy Rye Whiskey (Rum-finished),8.76,0.57,8,$$$$,Bourbon-like,,,USA,Bourbon,angels envy finished rum rye
Angel's Envy Bourbon (Port-finished),8.46,0.44,13,$$$,Bourbon-like,,,USA,Bourbon,angel envy finished port
Angel's Envy Cask Strength,8.95,0.37,8,$$$$$+,Bourbon-like,,,USA,Bourbon,angel cask envy strength
Ardbeg 10yo,8.95,0.32,23,$$$,SingleMalt-like,J,J,Scotland,Malt,10 ardbeg
Ardbeg 17yo,9.04,0.26,7,$$$$$+,SingleMalt-like,J,J,Scotland,Malt,17 ardbeg
Ardbeg 21yo,9.18,0.24,10,$$$$$+,SingleMalt-like,J,J,Scotland,Malt,21 ardbeg
Ardbeg Alligator,9.05,0.16,13,$$$$$+,SingleMalt-like,J,J,Scotland,Malt,alligator ardbeg
Ardbeg Ardbog The Ultimate,9.02,0.44,18,$$$$$,SingleMalt-like,J,J,Scotland,Malt,ardbeg ardbog the ultimate
Ardbeg Auriverdes,8.89,0.37,16,$$$$$,SingleMalt-like,J,J,Scotland,Malt,ardbeg auriverdes
Ardbeg Corryvreckan,9.09,0.31,20,$$$$,SingleMalt-like,J,J,Scotland,Malt,ardbeg corryvreckan
Ardbeg Dark Cove,8.9,0.32,15,$$$$$,SingleMalt-like,J,J,Scotland,Malt,ardbeg cove dark
Ardbeg Galileo,8.66,0.49,15,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt,ardbeg galileo
Ardbeg Perpetuum,8.9,0.37,14,$$$$$,SingleMalt-like,J,J,Scotland,Malt,ardbeg perpetuum
Ardbeg Supernova 2014,9.05,0.31,14,$$$$$+,SingleMalt-like,J,J,Scotland,Malt,2014 ardbeg supernova
Ardbeg Supernova 2015,9.0,0.33,7,$$$$$+,SingleMalt-like,J,J,Scotland,Malt,2015 ardbeg supernova
Ardbeg Uigeadail,9.2,0.4,22,$$$$,SingleMalt-like,J,J,Scotland,Malt,ardbeg uigeadall
Ardmore Traditional Cask,8.54,0.18,19,$$$,SingleMalt-like,I,I,Scotland,Malt,ardmore cask traditional
Arran Malt 10yo,8.5,0.3,20,$$$,SingleMalt-like,GH,G,Scotland,Malt,10 arran malt
Arran Malt 12yo Cask Strength (all editions),8.66,0.39,12,$$$$,SingleMalt-like,GH,H,Scotland,Malt,12 all arran cask editions malt strength
Arran Malt 14yo,8.68,0.27,19,$$$$,SingleMalt-like,GH,G,Scotland,Malt,14 arran malt
Arran Malt 17yo,8.84,0.25,10,$$$$,SingleMalt-like,EF,E,Scotland,Malt,17 arran malt
Arran Malt 18yo,8.93,0.13,13,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,18 arran malt
Arran Malt Amarone Cask Finish,8.77,0.35,10,$$$,SingleMalt-like,ABC,B,Scotland,Malt,amarone arran cask finish malt
Arran Malt Bourbon Single Cask,8.88,0.2,9,$$$$,SingleMalt-like,EF,E,Scotland,Malt,arran cask malt single
Arran Malt Lochranza Reserve,8.04,0.6,4,$$$,SingleMalt-like,GH,G,Scotland,Malt,arran lochranza malt reserve
Arran Malt Machrie Moor Cask Strength,8.78,0.08,3,$$$$,SingleMalt-like,I,I,Scotland,Malt,arran cask machrie malt moor strength
Arran Malt Machrie Moor Peated (all editions),7.88,0.56,12,$$$$,SingleMalt-like,I,I,Scotland,Malt,all arran editions machrie malt moor peated
Arran Malt Madeira Wine Cask,8.63,0.43,10,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,arran cask madeira malt wine
Arran Malt Napoleon Cognac Finish,8.7,0.73,5,$$$$,SingleMalt-like,EF,E,Scotland,Malt,arran cognac finish malt napoleon
Arran Malt Orkney Bere Barley,8.82,0.32,8,$$$$,SingleMalt-like,GH,G,Scotland,Malt,arran barley bere malt orkney
Arran Malt Port Cask Finish,8.6,0.39,11,$$$,SingleMalt-like,ABC,C,Scotland,Malt,arran cask finish malt port
Arran Malt Robert Burns Single Malt,8.2,0.55,7,$$,SingleMalt-like,EF,F,Scotland,Malt,arran burns malt robert
Arran Malt Sauternes Finish,8.52,0.32,11,$$$,SingleMalt-like,EF,E,Scotland,Malt,arran finish malt sauternes
Arran Malt Sherry Cask Finish,8.31,0.55,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,arran cask finish malt sherry
Arran Malt Sherry Single Cask,8.55,0.54,10,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,arran cask malt sherry single
Arran Malt The Devils Punch Bowl (all chapters),8.89,0.3,9,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,all arran bowl chapters devils malt punch the
Arran Malt Tokaji Aszu Wine Finish,8.79,0.36,4,$$$$,SingleMalt-like,EF,F,Scotland,Malt,arran aszu finish malt tokaji wine
Auchentoshan 10yo,7.76,0.38,10,$$$,SingleMalt-like,GH,H,Scotland,Malt,10 auchentoshan
Auchentoshan 12yo,8.29,0.26,21,$$$,SingleMalt-like,EF,E,Scotland,Malt,12 auchentoshan
Auchentoshan 18yo,8.36,0.36,12,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,18 auchentoshan
Auchentoshan 21yo,8.82,0.26,12,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,21 auchentoshan
Auchentoshan American Oak,7.6,0.88,7,$$,SingleMalt-like,GH,H,Scotland,Malt,american auchentosahn oak
Auchentoshan Classic,7.88,0.5,8,$$,SingleMalt-like,GH,H,Scotland,Malt,auchentoshan classic
Auchentoshan Three Wood,8.25,0.41,21,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,auchentoshan three wood
Auchentoshan Valinch,8.22,0.63,11,$$$,SingleMalt-like,GH,H,Scotland,Malt,auchentoshan valinch
Auchentoshan Virgin Oak,8.23,0.55,7,$$$$,SingleMalt-like,GH,H,Scotland,Malt,auchentoshan oak virgin
Auchroisk 10yo (F&F),8.08,0.22,4,$$$,SingleMalt-like,EF,E,Scotland,Malt,10 auchroisk ff
Aultmore 12yo,8.41,0.22,9,$$$$,SingleMalt-like,GH,H,Scotland,Malt,12 aultmore
Aultmore 18yo,8.51,0.22,4,$$$$$,SingleMalt-like,GH,H,Scotland,Malt,18 aultmore
Aultmore 25yo,8.92,0.24,3,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt,25 aultmore
Bain's Cape Mountain Whisky,8.14,0.5,7,$$,Scotch-like,,,South Africa,Grain,bain cape mountain
Bakers Kentucky Straight Bourbon 7yo,8.79,0.28,19,$$$,Bourbon-like,,,USA,Bourbon,7 bakers kentucky straight
Balblair 1989,8.53,0.46,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,1989 balblair
Balblair 2000,8.38,0.32,9,$$$$,SingleMalt-like,GH,H,Scotland,Malt,2000 balblair
Balcones Baby Blue,8.31,0.72,11,$$$$,Bourbon-like,,,USA,Whiskey,baby balcones blue
Balcones Texas Single Malt Whisky,8.68,0.34,10,$$$$,SingleMalt-like,EF,E,USA,Malt,balcones texas
Ballantine's 17yo,8.79,0.35,14,$$$$,Scotch-like,,,Scotland,Blend,17 ballantine
Ballantine's Finest,7.62,0.6,12,$,Scotch-like,,,Scotland,Blend,ballantine finest
Balvenie 12yo Doublewood,8.41,0.34,21,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,12 balvenie doublewood
Balvenie 12yo Single Barrel,8.62,0.33,11,$$$$,SingleMalt-like,EF,E,Scotland,Malt,12 balvenie barrel single
Balvenie 12yo Triple Cask,8.39,0.46,8,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,12 balvenie cask triple
Balvenie 14yo Carribean Cask,8.49,0.35,17,$$$$,SingleMalt-like,EF,F,Scotland,Malt,14 balvenie caribbean cask
Balvenie 15yo Single Barrel (Cask),8.85,0.24,22,$$$$,SingleMalt-like,GH,G,Scotland,Malt,15 balvenie barrel cask single
Balvenie 16yo Triple Cask,8.63,0.24,9,$$$$,SingleMalt-like,ABC,A,Scotland,Malt,16 balvenie cask triple
Balvenie 17yo Doublewood,8.72,0.24,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,17 balvenie doublewood
Balvenie 21yo Port Wood,8.78,0.37,15,$$$$$,SingleMalt-like,ABC,A,Scotland,Malt,21 balvenie portwood
Balvenie 25yo Single Barrel,8.68,0.92,3,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt,25 balvenie barrel single
Balvenie TUN 1401 (all 8 batches),9.15,0.3,15,$$$$$+,SingleMalt-like,ABC,A,Scotland,Malt,1401 8 all balvenie batches tun
Balvenie TUN 1509 (all 3 batches),9.01,0.17,11,$$$$$+,SingleMalt-like,ABC,B,Scotland,Malt,1509 3 all balvenie batches tun
Bank Note 5yo Blended Scotch,8.28,0.58,4,$,Scotch-like,,,Scotland,Blend,5 bank blended note
Basil Haydens Kentucky Bourbon,8.37,0.25,15,$$$,Bourbon-like,,,USA,Bourbon,basil hayden
Bell's Original Scotch Whisky,7.58,0.75,7,$,Scotch-like,,,Scotland,Blend,bell original scotch
Ben Nevis 10yo,8.18,0.43,11,$$$,SingleMalt-like,ABC,C,Scotland,Malt,10 ben nevis
BenRiach 10yo,8.54,0.17,9,$$$,SingleMalt-like,GH,G,Scotland,Malt,10 benriach
BenRiach 10yo Curiositas,8.61,0.3,18,$$$,SingleMalt-like,I,I,Scotland,Malt,10 benriach curiositas
BenRiach 12yo,8.43,0.26,14,$$$,SingleMalt-like,GH,G,Scotland,Malt,12 benriach
BenRiach 12yo Horizons,8.36,0.29,7,$$$$,SingleMalt-like,EF,E,Scotland,Malt,12 benriach horizons
BenRiach 12yo Matured in Sherry Wood,8.68,0.21,12,$$$,SingleMalt-like,ABC,B,Scotland,Malt,12 benriach in matured sherry wood
BenRiach 15yo Sauternes Finish,8.12,0.5,3,$$$$,SingleMalt-like,EF,F,Scotland,Malt,15 benriach finish sauternes
BenRiach 15yo Tawny Port Finish,8.43,0.31,12,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,15 benriach finish port tawny
BenRiach 17yo Septendecim Peated,8.53,0.55,17,$$$$,SingleMalt-like,J,J,Scotland,Malt,17 benriach peated septendecim
BenRiach 17yo Solstice 1st Peated Port Finish,8.88,0.19,3,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,17 1st benriach finish peated port solstice
BenRiach 17yo Solstice 2nd Peated Port Finish,8.9,0.43,11,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,17 2nd benriach finish peated port solstice
BenRiach 17yo Solstice Peated Port (both editions),8.93,0.28,11,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,17 benriach both editions peated port solstice
BenRiach 18yo Albariza Pedro Ximenez Peated,9.11,0.2,5,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,18 albariza benriach peated pedro ximenez
BenRiach 18yo Dunder,8.7,0.27,4,$$$$$,SingleMalt-like,J,J,Scotland,Malt,18 benriach dunder
BenRiach 18yo Latada,8.85,0.21,4,$$$$$,SingleMalt-like,ABC,B,Scotland,Malt,18 benriach latada
BenRiach 20yo,8.23,0.71,9,$$$$$,SingleMalt-like,GH,G,Scotland,Malt,20 benriach
BenRiach 21yo Authenticus Peated,8.87,0.35,12,$$$$$,SingleMalt-like,I,I,Scotland,Malt,21 authenticus benriach peated
BenRiach 25yo,8.8,0.46,13,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt,25 benriach
BenRiach 25yo Authenticus Peated,8.65,0.57,6,$$$$$,SingleMalt-like,I,I,Scotland,Malt,25 authenticus benriach peated
BenRiach 35yo,8.96,0.59,5,$$$$$+,SingleMalt-like,ABC,A,Scotland,Malt,35 benriach
BenRiach Birnie Moss,8.27,0.36,10,$$$,SingleMalt-like,I,I,Scotland,Malt,benriach birnie moss
BenRiach Cask Strength,8.86,0.11,4,$$$$,SingleMalt-like,GH,H,Scotland,Malt,benriach cask strength
BenRiach Heart of Speyside,7.63,0.97,6,$$$,SingleMalt-like,GH,H,Scotland,Malt,benriach heart of speyside
BenRiach Peated Quarter Casks,8.59,0.3,4,$$$$,SingleMalt-like,I,I,Scotland,Malt,benriach casks peated quarter
Benrinnes 15yo F&F,8.34,0.81,7,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,15 benrinnes ff
Benromach 10yo,8.69,0.27,20,$$$,SingleMalt-like,I,I,Scotland,Malt,10 benromach
Benromach 10yo Cask Strength (100 proof),9.02,0.15,10,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,10 100 benromach cask proof strength
Benromach 15yo,8.66,0.46,10,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,15 benromach
Benromach 5yo,8.8,0.18,4,$$,SingleMalt-like,GH,G,Scotland,Malt,5 benromach
Benromach Organic,8.5,0.49,13,$$$$,SingleMalt-like,EF,E,Scotland,Malt,benromach organic
Benromach Peat Smoke,8.44,0.27,13,$$$$,SingleMalt-like,J,J,Scotland,Malt,benromach peat smoke
Benromach Sassicaia,8.47,0.27,4,$$$$,SingleMalt-like,I,I,Scotland,Malt,benromach sassicaia
Benromach Traditional,8.4,0.46,11,$$,SingleMalt-like,GH,G,Scotland,Malt,benromach traditional
Bernheim Original Straight Wheat 7yo Small Batch,8.46,0.54,18,$$,Bourbon-like,,,USA,Wheat,7 batch bernheim original small straight wheat
Big Peat (Douglas Laing),8.8,0.22,14,$$$$,SingleMalt-like,I,I,Scotland,Malt,big douglas laing peat
Big Peat Christmas Edition (2012-2016),8.85,0.16,9,$$$$,SingleMalt-like,J,J,Scotland,Malt,2012 2016 big christmas edition peat
Black Bottle (after 2013 re-launch),7.8,0.41,10,$$,Scotch-like,,,Scotland,Blend,2013 after black bottle launch re
Black Bottle (pre-2013),8.24,0.51,13,$$,Scotch-like,,,Scotland,Blend,2013 black bottle pre
Black Velvet 3yo,7.74,0.91,9,$,Rye-like,,,Canada,Blend,3 black velvet
Black Velvet Deluxe,7.16,0.74,8,$,Rye-like,,,Canada,Blend,black deluxe velvet
Blair Athol 12yo (F&F),8.39,0.46,7,$$$,SingleMalt-like,ABC,C,Scotland,Malt,12 athol blair ff
Blanton's Gold Kentucky Straight Bourbon,8.7,0.41,14,$$$$,Bourbon-like,,,USA,Bourbon,blanton gold kentucky straight
Blanton's Single Barrel Bourbon,8.63,0.31,18,$$$,Bourbon-like,,,USA,Bourbon,barrel blanton single
Blanton's Special Reserve,8.22,0.28,5,$$$,Bourbon-like,,,USA,Bourbon,blanton reserve special
Blanton's Straight from the Barrel Bourbon,8.95,0.3,6,$$$$,Bourbon-like,,,USA,Bourbon,barrel blanton from straight the
Booker's Rye,9.29,0.22,8,$$$$$+,Rye-like,,,USA,Rye,booker rye
Booker's Small Batch Straight Bourbon,8.87,0.28,16,$$$,Bourbon-like,,,USA,Bourbon,batch booker small straight
Bowmore 10yo Devil's Cask (all batches),8.82,0.32,16,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,10 all batches bowmore cask devil
Bowmore 10yo Tempest,8.79,0.2,18,$$$$,SingleMalt-like,I,I,Scotland,Malt,10 bowmore tempest
Bowmore 12yo,8.39,0.28,18,$$$,SingleMalt-like,I,I,Scotland,Malt,12 bowmore
Bowmore 12yo Enigma,8.52,0.26,10,$$,SingleMalt-like,ABC,C,Scotland,Malt,12 bowmore enigma
Bowmore 15yo Darkest,8.59,0.34,19,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,15 bowmore darkest
Bowmore 15yo Laimrig,8.99,0.16,14,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,15 bowmore laimrig
Bowmore 15yo Mariner,8.64,0.45,7,$$$$$,SingleMalt-like,I,I,Scotland,Malt,15 bowmore mariner
Bowmore 17yo,8.34,0.65,7,$$$$$,SingleMalt-like,I,I,Scotland,Malt,17 bowmore
Bowmore 17yo White Sands,8.47,0.56,5,$$$$,SingleMalt-like,I,I,Scotland,Malt,17 bowmore sands white
Bowmore 18yo,8.55,0.48,16,$$$$,SingleMalt-like,I,I,Scotland,Malt,18 bowmore
Bowmore 25yo,8.84,0.51,9,$$$$$+,SingleMalt-like,ABC,C,Scotland,Malt,25 bowmore
Bowmore Black Rock,8.16,0.27,5,$$,SingleMalt-like,ABC,C,Scotland,Malt,black bowmore rock
Bowmore Gold Reef,8.32,0.4,5,$$,SingleMalt-like,I,I,Scotland,Malt,bowmore gold reef
Bowmore Legend,7.67,0.57,10,$$,SingleMalt-like,I,I,Scotland,Malt,bowmore legend
Bowmore Mizunara Cask Finish,8.88,0.44,3,$$$$$+,SingleMalt-like,I,I,Scotland,Malt,bowmore cask finish mizunara
Bowmore Small Batch,8.26,0.55,11,$$$,SingleMalt-like,I,I,Scotland,Malt,batch bowmore small
Bowmore Springtide,9.06,0.76,4,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,bowmore springtide
Bowmore Vault Edition First Release,8.63,0.27,3,$$$$$,SingleMalt-like,I,I,Scotland,Malt,bowmore edition first release vault
Box The 2nd Step Collection 02,8.92,0.05,3,$$$$,SingleMalt-like,EF,E,Sweden,Malt,02 2nd box collection step the
Box The Festival 2014,8.94,0.13,3,$$$$$,SingleMalt-like,J,J,Sweden,Malt,2014 box festival the
Brora 21yo,8.87,0.41,4,$$$$$+,SingleMalt-like,J,J,Scotland,Malt,21 brora
Brora 30yo,9.3,0.22,17,$$$$$+,SingleMalt-like,J,J,Scotland,Malt,30 brora
Brora 35yo,9.43,0.34,10,$$$$$+,SingleMalt-like,J,J,Scotland,Malt,35 brora
Bruichladdich 21yo Cuve 382 La Berenice,8.57,0.61,5,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,21 382 berenice bruichladdich cuve la
Bruichladdich 21yo Cuve 407 PX,8.97,0.2,3,$$$$$+,SingleMalt-like,ABC,A,Scotland,Malt,21 407 bruichladdich cuve px
Bruichladdich 21yo Cuve 640 Eroica,8.72,0.41,8,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,21 640 bruichladdich cuve eroica
Bruichladdich Black Art 1989,8.24,0.39,4,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt,1989 art black bruichladdich
Bruichladdich Black Art 2.x 1989,9.06,0.19,7,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt,1989 2.x art black bruichladdich
Bruichladdich Black Art 3.x 1989,9.07,0.42,10,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt,1989 3.x art black bruichladdich
Bruichladdich Black Art 4.x 1990,8.54,0.6,10,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt,1990 4.x art black bruichladdich
Bruichladdich Classic Laddie Scottish Barley,8.39,0.44,8,$$$,SingleMalt-like,GH,G,Scotland,Malt,barley bruichladdich classic laddie scottish
